P 3.1099, -65.8279, -28.9368,  0, 127, 0,  3,  to_Brother_Island
L -17.7685, 162.1126, -53.1529,  -23.9759, 162.1792, -53.2394,  0, 0, 240
L -23.9759, 162.1792, -53.2394,  -23.9438, 158.5688, -53.2394,  0, 0, 240
L -23.9438, 158.5688, -53.2394,  -27.1968, 158.4978, -53.1454,  0, 0, 240
L -27.1968, 158.4978, -53.1454,  -27.1931, 154.1202, -53.2391,  0, 0, 240
L -27.1931, 154.1202, -53.2391,  -40.7933, 154.1201, -53.2391,  0, 0, 240
L -40.7933, 154.1201, -53.2391,  -40.7635, 158.7873, -53.2391,  0, 0, 240
L -40.7635, 158.7873, -53.2391,  -44.4160, 158.7450, -53.2394,  0, 0, 240
L -44.4160, 158.7450, -53.2394,  -44.5630, 161.9116, -53.2394,  0, 0, 240
L -44.5630, 161.9116, -53.2394,  -48.4904, 161.8633, -53.1822,  0, 0, 240
L -48.4904, 161.8633, -53.1822,  -48.4906, 175.4173, -53.2391,  0, 0, 240
L -48.4906, 175.4173, -53.2391,  -43.9099, 175.3721, -53.2000,  0, 0, 240
L -43.9099, 175.3721, -53.2000,  -43.9106, 178.6679, -53.2394,  0, 0, 240
L -43.9106, 178.6679, -53.2394,  -40.5728, 178.6413, -53.2394,  0, 0, 240
L -40.5728, 178.6413, -53.2394,  -40.5777, 184.8269, -53.2394,  0, 0, 240
L -49.7535, 188.6166, -53.2394,  -49.7939, 222.7288, -53.6260,  0, 0, 240
L -49.7207, 222.7333, -53.1711,  -43.8282, 222.8070, -52.8515,  0, 0, 240
L -43.8293, 222.8405, -52.9091,  -44.4240, 226.3943, -53.2394,  0, 0, 240
L -44.4240, 226.3943, -53.2394,  -40.4018, 226.4551, -53.2394,  0, 0, 240
L -40.4018, 226.4551, -53.2394,  -40.4290, 232.8255, -53.9530,  0, 0, 240
L -40.4290, 232.8255, -53.9530,  -44.3520, 232.7404, -53.2394,  0, 0, 240
L -44.3520, 232.7404, -53.2394,  -44.4030, 235.9764, -53.1786,  0, 0, 240
L -44.4030, 235.9764, -53.1786,  -48.4885, 235.9558, -53.2391,  0, 0, 240
L -48.4885, 235.9558, -53.2391,  -48.4909, 249.4067, -53.2391,  0, 0, 240
L -48.4909, 249.4067, -53.2391,  -43.8648, 249.4247, -53.2391,  0, 0, 240
L -43.8648, 249.4247, -53.2391,  -43.8682, 252.6511, -53.2394,  0, 0, 240
L -43.8682, 252.6511, -53.2394,  -40.4784, 252.6391, -52.9879,  0, 0, 240
L -40.4784, 252.6391, -52.9879,  -40.4898, 257.8030, -53.2391,  0, 0, 240
L -40.4898, 257.8030, -53.2391,  -31.6784, 257.1041, -53.2391,  0, 0, 240
L -31.6784, 257.1041, -53.2391,  -36.3564, 241.4236, -53.2394,  0, 0, 240
L -36.3460, 241.3951, -53.2394,  -28.7270, 226.4917, -53.2394,  0, 0, 240
L -28.7270, 226.4917, -53.2394,  3.4300, 222.5646, -53.2396,  0, 0, 240
L 3.4300, 222.5646, -53.2396,  34.2576, 226.2961, -53.2394,  0, 0, 240
L 34.2576, 226.2961, -53.2394,  42.2004, 241.4840, -53.2394,  0, 0, 240
L 42.2004, 241.4840, -53.2394,  37.3370, 257.1043, -53.2391,  0, 0, 240
L 37.3370, 257.1043, -53.2391,  46.7956, 257.1048, -53.2391,  0, 0, 240
L 46.7956, 257.1048, -53.2391,  46.8136, 252.5978, -53.1409,  0, 0, 240
L 50.4370, 252.6556, -53.2394,  46.8136, 252.5978, -52.4176,  0, 0, 240
L 50.4460, 252.6559, -53.2394,  50.6400, 249.1561, -53.2393,  0, 0, 240
L 50.6400, 249.1561, -53.2393,  54.4938, 249.1411, -53.2391,  0, 0, 240
L 54.4938, 249.1411, -53.2391,  54.4939, 235.8070, -53.2391,  0, 0, 240
L 54.4939, 235.8070, -53.2391,  49.8528, 235.8014, -53.1056,  0, 0, 240
L 49.8528, 235.8014, -53.1056,  49.8233, 232.5641, -53.2393,  0, 0, 240
L 49.8233, 232.5641, -53.2393,  46.6343, 232.5795, -53.2394,  0, 0, 240
L 46.6343, 232.5795, -53.2394,  46.6077, 226.2485, -53.1974,  0, 0, 240
L 46.6077, 226.2485, -53.1974,  50.4540, 226.2421, -53.2394,  0, 0, 240
L 50.4540, 226.2421, -53.2394,  50.8100, 222.6862, -53.1139,  0, 0, 240
L 50.8100, 222.6862, -53.1139,  57.1092, 222.6247, -53.2394,  0, 0, 240
L 56.9977, 188.3153, -53.2394,  57.1094, 222.9098, -53.2394,  0, 0, 240
L 50.4500, 184.8266, -53.2394,  50.3940, 188.3536, -52.5610,  0, 0, 240
L 56.9977, 188.3153, -53.2394,  50.3940, 188.3536, -53.2394,  0, 0, 240
L 50.4560, 184.8609, -53.2391,  46.3228, 184.8409, -53.2394,  0, 0, 240
L 46.3228, 184.8409, -53.2394,  46.3280, 178.2486, -53.9920,  0, 0, 240
L 46.3280, 178.2486, -53.9920,  50.4460, 178.2504, -53.2394,  0, 0, 240
L 50.4460, 178.2504, -53.2394,  50.2490, 175.1129, -52.5478,  0, 0, 240
L 50.2490, 175.1129, -52.5478,  54.4930, 175.8030, -53.2391,  0, 0, 240
L 54.4930, 175.8030, -53.2391,  54.4934, 161.8175, -53.2391,  0, 0, 240
L 54.4934, 161.8175, -53.2391,  49.7813, 161.8243, -53.2391,  0, 0, 240
L 49.7813, 161.8243, -53.2391,  49.7618, 158.5954, -53.2394,  0, 0, 240
L 49.7618, 158.5954, -53.2394,  46.7225, 158.5947, -53.1745,  0, 0, 240
L 46.7225, 158.5947, -53.1745,  46.7959, 154.1194, -53.2391,  0, 0, 240
L -44.4310, 184.8273, -53.1715,  -44.4390, 188.5809, -53.2394,  0, 0, 240
L -44.4390, 188.5809, -53.2394,  -49.7535, 188.6166, -53.2394,  0, 0, 240
L -44.4310, 184.8273, -53.2394,  -40.5777, 184.8269, -52.3001,  0, 0, 240
L -31.6743, 257.7940, -40.3875,  37.3363, 257.1048, -52.4917,  0, 0, 0
L 143.3306, 285.6612, -13.1295,  143.3637, 294.1879, -13.2386,  127, 64, 0
L 143.3637, 294.1879, -13.2386,  185.9560, 294.2595, 0.1649,  127, 64, 0
L 185.9560, 294.2595, 0.1649,  185.7480, 326.4700, 2.9807,  127, 64, 0
L 185.7480, 326.4700, 2.9807,  140.7641, 325.9508, -10.5515,  127, 64, 0
L 84.8434, 285.6623, -12.2820,  133.2487, 285.5692, -13.2386,  0, 0, 0
L 84.8413, 285.6621, -12.2830,  80.7373, 281.5479, -12.5030,  0, 0, 0
L 80.7373, 281.5479, -12.5030,  80.9286, 161.1432, -13.2386,  0, 0, 0
L 133.2125, 301.4445, -13.2386,  172.6234, 301.4660, 0.8939,  127, 64, 0
L 172.6234, 301.4660, 0.8939,  172.6522, 310.6813, 2.9813,  127, 64, 0
L 172.6522, 310.6813, 2.9813,  140.6148, 310.8439, -10.6475,  127, 64, 0
L 133.2125, 301.4445, -13.2386,  133.2487, 285.5692, -13.2386,  127, 64, 0
L 84.8365, 309.6766, -12.2800,  192.4225, 309.6768, -12.2740,  0, 0, 0
L 192.4225, 309.6768, -12.2740,  196.5372, 313.7916, -12.2740,  0, 0, 0
L 196.5372, 313.7916, -12.2740,  196.5387, 451.7570, -12.2830,  0, 0, 0
L 196.5387, 451.7570, -12.2830,  192.4247, 455.8711, -12.2950,  0, 0, 0
L 192.4247, 455.8711, -12.2950,  192.4241, 455.8580, -12.5500,  0, 0, 0
L 192.4241, 455.8580, -12.5500,  190.2478, 452.4560, -10.9370,  0, 0, 0
L 190.2478, 452.4560, -10.9370,  190.2497, 437.7558, -11.9370,  0, 0, 0
L 190.2497, 437.7558, -11.9370,  159.9174, 437.7142, -11.9370,  0, 0, 0
L 159.9174, 437.7142, -11.9370,  159.8703, 429.5722, -13.2260,  0, 0, 0
L 159.8703, 429.5722, -13.2260,  150.4379, 427.2393, -13.2260,  0, 0, 0
L 150.4379, 427.2393, -13.2260,  148.2822, 426.8369, -13.2254,  0, 0, 0
L 148.2822, 426.8369, -13.2254,  148.5030, 399.8213, -13.2258,  0, 0, 0
L 148.5030, 399.8213, -13.2258,  148.5030, 399.8213, -13.2258,  0, 0, 0
L 128.4285, 400.2855, -13.2260,  128.3588, 427.6450, -13.2260,  0, 0, 0
L 128.3588, 427.6450, -13.2260,  117.3070, 428.7604, -13.2260,  0, 0, 0
L 117.3070, 428.7604, -13.2260,  117.3659, 437.2712, -11.9360,  0, 0, 0
L 117.3659, 437.2712, -11.9360,  101.9467, 437.6523, -11.9360,  0, 0, 0
L 101.9467, 437.6523, -11.9360,  97.1976, 433.5885, -10.2256,  0, 0, 0
L 97.1976, 433.5885, -10.2256,  97.1737, 393.2042, -11.2251,  0, 0, 0
L 97.1737, 393.2042, -11.2251,  80.7233, 393.3808, -11.2256,  0, 0, 0
L 80.7225, 313.7984, -12.2820,  84.8388, 309.6773, -12.2800,  0, 0, 0
L 80.7259, 313.7912, -12.3360,  80.7233, 393.3808, -12.2860,  0, 0, 0
L -74.7287, 278.3050, -12.9800,  -74.9371, 229.3345, -12.6304,  0, 127, 127
L -74.9371, 229.3345, -12.6304,  -190.6858, 229.2999, -11.1035,  0, 127, 127
L -190.5429, 278.3065, -12.9840,  -190.6858, 229.2999, -12.8150,  0, 127, 127
L -186.4287, 282.4191, -12.1012,  -186.4287, 282.4191, -12.1012,  0, 127, 127
L -186.4287, 282.4191, -12.1012,  -190.5427, 278.3063, -12.9850,  0, 127, 127
L -186.4285, 282.4193, -12.1007,  -78.8438, 282.4207, -12.9800,  0, 127, 127
L -78.8438, 282.4207, -12.9800,  -74.7287, 278.3034, -12.9800,  0, 127, 127
L 233.7570, 144.2920, -12.7555,  236.1620, 141.4243, -11.2746,  127, 64, 0
L 236.1620, 141.4243, -11.2746,  240.6443, 135.8353, -9.3571,  127, 64, 0
L 240.6443, 135.8353, -9.3571,  242.8459, 130.7280, -7.7556,  127, 64, 0
L 242.8459, 130.7280, -7.7556,  243.6965, 126.1577, -6.7556,  127, 64, 0
L 243.6965, 126.1577, -6.7556,  244.1380, 115.4510, -3.7553,  127, 64, 0
L 244.1380, 115.4510, -3.7553,  243.1517, 110.2779, -2.2555,  127, 64, 0
L 243.1517, 110.2779, -2.2555,  240.3478, 105.3171, -0.7556,  127, 64, 0
L 240.3478, 105.3171, -0.7556,  233.3139, 97.4976, 2.2444,  127, 64, 0
L 233.3139, 97.4976, 2.2444,  227.2640, 93.6831, 4.2443,  127, 64, 0
L 227.2640, 93.6831, 4.2443,  219.4895, 91.9145, 6.2443,  127, 64, 0
L 219.4895, 91.9145, 6.2443,  208.6298, 91.9993, 9.2444,  127, 64, 0
L 208.6298, 91.9993, 9.2444,  200.3532, 97.2120, 12.8172,  127, 64, 0
L 200.3532, 97.2120, 12.8179,  197.7976, 91.9575, 12.2276,  127, 64, 0
L 197.7976, 91.9575, 12.2276,  206.4747, 87.6397, 9.7444,  127, 64, 0
L 206.4747, 87.6397, 9.7444,  218.8463, 87.4013, 6.7443,  127, 64, 0
L 218.8463, 87.4013, 6.7443,  227.4361, 89.4730, 4.7443,  127, 64, 0
L 227.4361, 89.4730, 4.7443,  235.8197, 93.5270, 2.2444,  127, 64, 0
L 235.8197, 93.5270, 2.2444,  244.4804, 103.2147, -0.7556,  127, 64, 0
L 244.4804, 103.2147, -0.7556,  247.9276, 108.4107, -2.2879,  127, 64, 0
L 247.9276, 108.4107, -2.2879,  248.7033, 113.5728, -3.2555,  127, 64, 0
L 248.7033, 113.5728, -3.2555,  249.3851, 120.7137, -5.2556,  127, 64, 0
L 249.3851, 120.7137, -5.2556,  248.6963, 128.6208, -7.2556,  127, 64, 0
L 248.6963, 128.6208, -7.2556,  245.5740, 137.1668, -9.2555,  127, 64, 0
L 245.5740, 137.1668, -9.2555,  241.2179, 142.6197, -10.7555,  127, 64, 0
L 241.2179, 142.6197, -10.7555,  236.1850, 147.4889, -12.7548,  127, 64, 0
L 236.1850, 147.4889, -12.7548,  233.7570, 144.2920, -12.7555,  127, 64, 0
L 234.1784, 143.3610, -12.2555,  237.1598, 146.5283, -12.2555,  127, 64, 0
L 238.4801, 145.2709, -11.7555,  235.4132, 142.2780, -11.7555,  127, 64, 0
L 236.9407, 140.5069, -11.2555,  240.6220, 143.7514, -11.2555,  127, 64, 0
L 241.8506, 141.9225, -10.7555,  238.2589, 138.9840, -10.7555,  127, 64, 0
L 239.5420, 137.2489, -9.8082,  243.3450, 140.1236, -10.2555,  127, 64, 0
L 244.4685, 138.5350, -9.3102,  240.7798, 135.8428, -9.2772,  127, 64, 0
L 241.9448, 133.3264, -8.7555,  245.9611, 134.7930, -8.7555,  127, 64, 0
L 247.3340, 131.7162, -7.7556,  243.1423, 130.6570, -7.7556,  127, 64, 0
L 243.8246, 126.7774, -6.7556,  248.8694, 126.6435, -6.7556,  127, 64, 0
L 248.2829, 129.3907, -7.2556,  243.4381, 128.4213, -7.2556,  127, 64, 0
L 249.3260, 123.8735, -5.7556,  243.7369, 123.7447, -13.2386,  127, 64, 0
L 200.9270, 96.6380, 12.8179,  198.4762, 91.6948, 11.7444,  127, 64, 0
L 199.4641, 91.2463, 11.7444,  201.7845, 96.1557, 12.8179,  127, 64, 0
L 200.5979, 90.6694, 11.2444,  202.9572, 95.4405, 12.8179,  127, 64, 0
L 204.1230, 94.7631, 12.8179,  201.7877, 90.1040, 10.7444,  127, 64, 0
L 7.9610, 144.2423, -13.2390,  7.9153, 150.4823, -13.2391,  127, 64, 0
L 7.9153, 150.4823, -13.2391,  11.5197, 154.4438, -10.8770,  127, 64, 0
L 8.5602, 144.2579, -13.2390,  7.9610, 144.2423, -13.2390,  127, 64, 0
L 81.4667, 317.7289, 20.4679,  82.3842, 317.6897, 20.4679,  127, 64, 0
L 82.3842, 317.6897, 20.4679,  84.6950, 318.5373, 20.4622,  127, 64, 0
L 84.6950, 318.5373, 20.4622,  86.8143, 320.6281, 20.4860,  127, 64, 0
L 86.8143, 320.6281, 20.4860,  88.1269, 322.7502, 20.5396,  127, 64, 0
L 88.1269, 322.7502, 20.5396,  88.8171, 325.9110, 20.4837,  127, 64, 0
L 88.8171, 325.9110, 20.4837,  88.8568, 327.2636, 20.4577,  127, 64, 0
L 88.8568, 327.2636, 20.4656,  88.1693, 329.4560, 20.4680,  127, 64, 0
L 88.1693, 329.4560, 20.4680,  87.1290, 331.2232, 20.4710,  127, 64, 0
L 87.1290, 331.2232, 20.4710,  84.7004, 333.3326, 20.5078,  127, 64, 0
L 84.7004, 333.3326, 20.5078,  82.4380, 334.7470, 20.4859,  127, 64, 0
L 82.4380, 334.7470, 20.4859,  80.7336, 334.5660, 20.4854,  127, 64, 0
L 80.7336, 334.5660, 20.4854,  80.7336, 334.5660, 20.4854,  127, 64, 0
L 80.7241, 334.2241, 20.4720,  80.6864, 331.1148, 19.2922,  127, 64, 0
L 80.6864, 331.1148, 19.2922,  70.5390, 331.1363, 17.7547,  127, 64, 0
L 70.5390, 331.1363, 17.7547,  70.5362, 338.6456, 17.7563,  127, 64, 0
L 70.5362, 338.6456, 17.7563,  79.3118, 338.6709, 17.7489,  127, 64, 0
L 79.3118, 338.6709, 17.7489,  79.3114, 368.3054, 17.7484,  127, 64, 0
L 80.7236, 317.7968, 20.4772,  80.7596, 321.5194, 18.7908,  127, 64, 0
P -100.0000, -120.0000, -25.0000,  0, 0, 0,  1,  Map_by_Goodurden<RoI>
